,average_covered_charges,average_medicare_payments,average_total_payments,drg_definition,hospital_referral_region_hrr_description,provider_city,provider_id,provider_name,provider_state,provider_street_address,provider_zip_code,total_discharges
105,359861.79,58041.21,72440.43,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NY - White Plains,VALHALLA,330234,WESTCHESTER MEDICAL CENTER,NY,100 WOODS RD,10595,14
106,177434.56,38607.37,50945.70,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NY - Syracuse,SYRACUSE,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,750 EAST ADAMS STREET,13210,27
107,79378.23,32835.92,43713.38,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NY - Rochester,ROCHESTER,330285,STRONG MEMORIAL HOSPITAL,NY,601 ELMWOOD AVE,14642,13
108,186747.73,45956.32,57054.27,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NY - East Long Island,STONY BROOK,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,HEALTH SCIENCES CENTER SUNY,11794,44
109,88248.57,29733.96,31394.43,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NY - Binghamton,BINGHAMTON,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,10-42 MITCHELL AVENUE,13903,23
110,74148.33,28112.43,29544.90,024 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,21
111,115189.35,36998.60,39748.55,024 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,20
112,65173.14,24145.43,25615.57,024 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,NY - Syracuse,SYRACUSE,330203,CROUSE HOSPITAL,NY,736 IRVING AVENUE,13210,14
113,214206.90,46414.52,48780.33,024 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W/O MCC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,21
114,113752.07,34899.80,38681.53,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,55
115,115070.67,28307.06,35674.14,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Albany,ALBANY,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",12208,51
116,98827.00,30059.75,31128.42,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Albany,POUGHKEEPSIE,330023,VASSAR BROTHERS MEDICAL CENTER,NY,45 READE PLACE,12601,12
117,116164.31,37519.44,44967.15,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,61
118,111479.53,27113.47,33030.20,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - East Long Island,HUNTINGTON,330045,HUNTINGTON HOSPITAL,NY,270 PARK AVENUE,11743,15
119,146632.19,35515.10,44665.76,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Manhattan,NEW YORK,330046,MOUNT SINAI WEST,NY,1000 TENTH AVENUE,10019,21
120,132848.86,40308.93,42607.43,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - East Long Island,FLUSHING,330055,NEW YORK-PRESBYTERIAN/QUEENS,NY,56-45 MAIN STREET,11355,14
121,94678.00,23863.92,24922.08,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Albany,ALBANY,330057,ST PETER'S HOSPITAL,NY,315 SOUTH MANNING BOULEVARD,12208,12
122,211204.61,46474.73,51824.27,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Bronx,BRONX,330059,MONTEFIORE MEDICAL CENTER,NY,111 EAST 210TH STREET,10467,33
123,174711.49,46303.69,52680.21,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,166
124,209324.30,38499.12,42381.75,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,76
125,215700.12,41518.18,44523.71,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Manhattan,NEW YORK,330119,LENOX HILL HOSPITAL,NY,100 EAST 77TH STREET,10021,17
126,101763.31,30507.94,31463.44,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - White Plains,MIDDLETOWN,330126,ORANGE REGIONAL MEDICAL CENTER,NY,707 EAST MAIN STREET,10940,16
127,160492.50,29640.10,30279.90,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NJ - Ridgewood,SUFFERN,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,255 LAFAYETTE AVENUE,10901,20
128,115092.00,34564.67,44030.87,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Manhattan,STATEN ISLAND,330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,475 SEAVIEW AVENUE,10305,15
129,228594.18,34785.92,51147.63,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - East Long Island,MINEOLA,330167,WINTHROP-UNIVERSITY HOSPITAL,NY,259 FIRST STREET,11501,38
130,160636.84,36802.79,47422.26,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Manhattan,NEW YORK,330169,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,NY,FIRST AVENUE AT 16TH STREET,10003,19
131,133943.64,39845.29,42736.43,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Manhattan,BROOKLYN,330194,MAIMONIDES MEDICAL CENTER,NY,4802 TENTH AVENUE,11219,14
132,65536.26,25522.86,28744.09,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Syracuse,SYRACUSE,330203,CROUSE HOSPITAL,NY,736 IRVING AVENUE,13210,35
133,219112.99,42778.64,50503.97,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,77
134,394165.84,59562.37,70283.32,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - White Plains,VALHALLA,330234,WESTCHESTER MEDICAL CENTER,NY,100 WOODS RD,10595,19
135,111842.73,36995.13,39433.40,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Manhattan,BROOKLYN,330236,NEW YORK METHODIST HOSPITAL,NY,506 SIXTH STREET,11215,15
136,188605.09,39507.18,54923.91,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Syracuse,SYRACUSE,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,750 EAST ADAMS STREET,13210,11
137,154691.33,28079.25,28983.25,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - East Long Island,ROCKVILLE CENTRE,330259,MERCY MEDICAL CENTER,NY,1000 NORTH VILLAGE AVENUE,11570,12
138,60595.82,23572.18,24768.27,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Buffalo,BUFFALO,330279,MERCY HOSPITAL OF BUFFALO,NY,565 ABBOTT ROAD,14220,11
139,51618.50,24243.89,36235.36,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Rochester,ROCHESTER,330285,STRONG MEMORIAL HOSPITAL,NY,601 ELMWOOD AVE,14642,28
140,219472.00,28966.25,37311.83,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - East Long Island,WEST ISLIP,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,1000 MONTAUK HIGHWAY,11795,12
141,148500.36,39003.25,48063.77,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - East Long Island,STONY BROOK,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,HEALTH SCIENCES CENTER SUNY,11794,44
142,77549.00,26264.54,27849.97,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Binghamton,BINGHAMTON,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,10-42 MITCHELL AVENUE,13903,37
143,70471.40,22238.90,26250.70,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,20
144,63997.24,18194.84,20845.80,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - Albany,ALBANY,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",12208,25
145,56898.70,25548.90,32703.70,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,20
146,82978.36,28391.82,30036.18,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - Manhattan,NEW YORK,330046,MOUNT SINAI WEST,NY,1000 TENTH AVENUE,10019,11
147,103619.20,28711.87,32654.46,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,61
148,160540.72,24335.33,34486.61,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,18
149,167476.09,28815.09,30518.36,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - East Long Island,MINEOLA,330167,WINTHROP-UNIVERSITY HOSPITAL,NY,259 FIRST STREET,11501,11
150,199992.21,33598.52,51021.79,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,33
151,281769.50,40606.80,43595.15,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - White Plains,VALHALLA,330234,WESTCHESTER MEDICAL CENTER,NY,100 WOODS RD,10595,20
152,44392.67,22486.58,24818.58,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - Rochester,ROCHESTER,330285,STRONG MEMORIAL HOSPITAL,NY,601 ELMWOOD AVE,14642,12
153,95262.88,28541.35,31171.71,026 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,NY - East Long Island,STONY BROOK,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,HEALTH SCIENCES CENTER SUNY,11794,17
154,53103.42,15949.27,19118.85,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,26
155,53169.03,13397.67,19603.72,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - Albany,ALBANY,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",12208,36
156,43189.32,20252.05,25020.77,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,65
157,84938.23,22150.99,26157.21,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,136
158,125909.41,19766.44,23105.96,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,27
159,84740.79,20560.00,22124.36,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330119,LENOX HILL HOSPITAL,NY,100 EAST 77TH STREET,10021,14
160,88217.00,16609.57,24487.14,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - East Long Island,MINEOLA,330167,WINTHROP-UNIVERSITY HOSPITAL,NY,259 FIRST STREET,11501,14
161,52179.41,14824.47,16711.59,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - Syracuse,SYRACUSE,330203,CROUSE HOSPITAL,NY,736 IRVING AVENUE,13210,17
162,182866.75,27755.34,35808.93,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,59
163,130679.18,23153.18,24729.27,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - White Plains,VALHALLA,330234,WESTCHESTER MEDICAL CENTER,NY,100 WOODS RD,10595,11
164,40767.38,13648.58,19584.67,027 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,NY - Rochester,ROCHESTER,330285,STRONG MEMORIAL HOSPITAL,NY,601 ELMWOOD AVE,14642,24
165,227078.42,52850.50,57786.67,028 - SPINAL PROCEDURES W MCC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,12
166,85532.09,23916.64,37208.18,029 - SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,11
167,135388.18,30921.09,37212.91,029 - SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,22
168,132170.07,23925.00,29960.27,029 - SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,15
169,76798.45,13897.82,21366.36,030 - SPINAL PROCEDURES W/O CC/MCC,NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,11
170,289730.88,59791.94,68950.69,031 - VENTRICULAR SHUNT PROCEDURES W MCC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,16
171,91112.14,21816.86,27731.52,032 - VENTRICULAR SHUNT PROCEDURES W CC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,21
172,98566.46,18815.85,20411.92,032 - VENTRICULAR SHUNT PROCEDURES W CC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,13
173,53667.17,15168.35,18328.92,033 - VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,52
174,85313.31,15821.94,16748.63,033 - VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,16
175,35562.21,16409.57,19293.36,035 - CAROTID ARTERY STENT PROCEDURE W CC,NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,14
176,26066.44,13468.22,14275.44,036 - CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,18
177,46001.39,10504.91,12024.39,038 - EXTRACRANIAL PROCEDURES W CC,NY - Albany,ALBANY,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",12208,23
178,38413.17,10536.56,11527.44,038 - EXTRACRANIAL PROCEDURES W CC,NY - Albany,POUGHKEEPSIE,330023,VASSAR BROTHERS MEDICAL CENTER,NY,45 READE PLACE,12601,18
179,45301.00,8197.94,9079.94,038 - EXTRACRANIAL PROCEDURES W CC,NY - Albany,ALBANY,330057,ST PETER'S HOSPITAL,NY,315 SOUTH MANNING BOULEVARD,12208,16
180,72563.62,15831.46,17679.78,038 - EXTRACRANIAL PROCEDURES W CC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,37
181,81699.86,13715.21,15850.29,038 - EXTRACRANIAL PROCEDURES W CC,NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,14
182,72338.40,11308.44,12380.44,038 - EXTRACRANIAL PROCEDURES W CC,NY - White Plains,MIDDLETOWN,330126,ORANGE REGIONAL MEDICAL CENTER,NY,707 EAST MAIN STREET,10940,25
183,29705.00,8491.64,10997.52,038 - EXTRACRANIAL PROCEDURES W CC,NY - Syracuse,SYRACUSE,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,301 PROSPECT AVENUE,13203,25
184,61130.24,13664.43,15113.33,038 - EXTRACRANIAL PROCEDURES W CC,NY - Manhattan,STATEN ISLAND,330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,475 SEAVIEW AVENUE,10305,21
185,62997.48,10399.00,11573.26,038 - EXTRACRANIAL PROCEDURES W CC,NY - East Long Island,ROSLYN,330182,"ST FRANCIS HOSPITAL, ROSLYN",NY,100 PORT WASHINGTON BOULEVARD,11576,23
186,42802.82,11208.18,12692.09,038 - EXTRACRANIAL PROCEDURES W CC,NY - East Long Island,PORT JEFFERSON,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,75 NORTH COUNTRY ROAD,11777,11
187,95457.25,14962.05,18736.90,038 - EXTRACRANIAL PROCEDURES W CC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,20
188,84836.18,10475.00,13215.82,038 - EXTRACRANIAL PROCEDURES W CC,NY - East Long Island,WEST ISLIP,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,1000 MONTAUK HIGHWAY,11795,11
189,43333.60,14738.27,16334.33,038 - EXTRACRANIAL PROCEDURES W CC,NY - East Long Island,STONY BROOK,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,HEALTH SCIENCES CENTER SUNY,11794,15
190,26101.27,8435.82,9827.82,038 - EXTRACRANIAL PROCEDURES W CC,NY - Binghamton,BINGHAMTON,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,10-42 MITCHELL AVENUE,13903,11
191,33197.00,7453.47,10562.95,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,19
192,18267.92,5071.42,6153.83,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Binghamton,BINGHAMTON,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,169 RIVERSIDE DRIVE,13905,12
193,22597.10,6506.20,8720.66,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Albany,ALBANY,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",12208,41
194,22276.26,6639.13,8433.10,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Albany,POUGHKEEPSIE,330023,VASSAR BROTHERS MEDICAL CENTER,NY,45 READE PLACE,12601,31
195,27397.22,9851.43,12375.22,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,23
196,30023.53,5337.11,7173.05,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Elmira,UTICA,330044,FAXTON-ST LUKE'S HEALTHCARE,NY,1656 CHAMPLIN AVENUE,13503,19
197,21790.29,4812.25,6752.54,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Albany,ALBANY,330057,ST PETER'S HOSPITAL,NY,315 SOUTH MANNING BOULEVARD,12208,28
198,12197.25,6550.75,8770.25,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Buffalo,BUFFALO,330078,SISTERS OF CHARITY HOSPITAL,NY,2157 MAIN STREET,14214,16
199,17198.83,6886.33,7950.33,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,VT - Burlington,SARANAC LAKE,330079,ADIRONDACK MEDICAL CENTER,NY,2233 STATE ROUTE 86,12983,12
200,46708.98,9915.30,14512.51,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,43
201,38588.93,8266.93,10994.97,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,30
202,22923.71,7993.57,9065.43,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - East Long Island,RIVERHEAD,330107,PECONIC BAY MEDICAL CENTER,NY,1300 ROANOKE AVENUE,11901,14
203,42660.77,8893.77,10413.62,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330119,LENOX HILL HOSPITAL,NY,100 EAST 77TH STREET,10021,13
204,9097.29,5857.53,7940.71,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Rochester,ROCHESTER,330125,ROCHESTER GENERAL HOSPITAL,NY,1425 PORTLAND AVENUE,14621,17
205,30913.08,7103.60,8194.00,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - White Plains,MIDDLETOWN,330126,ORANGE REGIONAL MEDICAL CENTER,NY,707 EAST MAIN STREET,10940,25
206,21611.25,8828.75,9742.58,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Albany,COOPERSTOWN,330136,MARY IMOGENE BASSETT HOSPITAL,NY,ONE ATWELL ROAD,13326,12
207,21260.71,5354.25,7995.40,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Syracuse,SYRACUSE,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,301 PROSPECT AVENUE,13203,75
208,55377.00,7160.64,8340.00,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NJ - Ridgewood,SUFFERN,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,255 LAFAYETTE AVENUE,10901,25
209,36607.26,9344.37,10516.00,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,STATEN ISLAND,330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,475 SEAVIEW AVENUE,10305,19
210,41654.60,8992.05,10372.88,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - East Long Island,MINEOLA,330167,WINTHROP-UNIVERSITY HOSPITAL,NY,259 FIRST STREET,11501,43
211,41987.59,6146.08,8399.27,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - East Long Island,ROSLYN,330182,"ST FRANCIS HOSPITAL, ROSLYN",NY,100 PORT WASHINGTON BOULEVARD,11576,91
212,26491.42,7185.37,8869.05,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - East Long Island,PORT JEFFERSON,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,75 NORTH COUNTRY ROAD,11777,19
213,15391.73,4913.15,6625.15,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Albany,GLENS FALLS,330191,GLENS FALLS HOSPITAL,NY,100 PARK STREET,12801,26
214,40368.00,11808.42,13324.33,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,BROOKLYN,330194,MAIMONIDES MEDICAL CENTER,NY,4802 TENTH AVENUE,11219,12
215,22354.81,6835.50,8111.13,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Syracuse,SYRACUSE,330203,CROUSE HOSPITAL,NY,736 IRVING AVENUE,13210,16
216,61052.95,9279.75,12296.43,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,40
217,79943.67,10925.33,14050.60,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - White Plains,VALHALLA,330234,WESTCHESTER MEDICAL CENTER,NY,100 WOODS RD,10595,15
218,45707.91,7962.22,10150.13,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Syracuse,SYRACUSE,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,750 EAST ADAMS STREET,13210,23
219,17865.21,8003.37,9086.89,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,VT - Burlington,PLATTSBURGH,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,75 BEEKMAN STREET,12901,19
220,17119.00,7404.20,8345.00,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - White Plains,NEWBURGH,330264,ST LUKE'S CORNWALL HOSPITAL,NY,70 DUBOIS STREET,12550,15
221,56207.21,6976.39,9818.97,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - East Long Island,WEST ISLIP,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,1000 MONTAUK HIGHWAY,11795,33
